CreatedAt,Users,ProductName,Price,Quantity,TotalPrice
2001-12-06,8,Perfumed Poetry,41.69999999999987,3,125.0999999999996
2001-12-26,20,Aroma Essence,8.499999999999988,7,59.499999999999915
2001-12-01,9,Scent Haven,94.29999999999968,23,2168.899999999993
2001-12-18,20,Whiff of Bliss,39.699999999999875,12,476.3999999999985
2001-12-17,16,Scent Haven,86.39999999999971,25,2159.9999999999927
2001-12-01,12,Fresh Petals,31.199999999999907,12,374.3999999999989
2001-12-22,8,Fresh Blend,31.399999999999906,16,502.3999999999985
2001-12-03,1,Whiff of Bliss,16.59999999999996,6,99.59999999999975
2001-12-08,3,Flower Power,97.29999999999967,10,972.9999999999967
2001-12-18,5,Flower Power,47.89999999999985,8,383.1999999999988
2001-12-09,18,Fresh Blend,70.49999999999977,21,1480.4999999999952
2001-12-10,6,Whiff of Bliss,95.09999999999968,13,1236.2999999999959
2001-12-19,19,Aroma Essence,72.29999999999976,16,1156.799999999996
2001-12-20,6,Fresh Petals,12.599999999999973,26,327.5999999999993
2001-12-13,5,Fresh Petals,81.19999999999973,8,649.5999999999979
2001-12-07,16,Aroma Essence,79.19999999999973,29,2296.7999999999925
2001-12-07,17,Pure Bliss,58.99999999999981,24,1415.9999999999955
2001-12-17,19,Pure Bliss,43.899999999999864,11,482.8999999999985
2001-12-03,4,Scented Delight,45.49999999999986,28,1273.999999999996
2001-12-20,3,Whiff of Bliss,49.499999999999844,12,593.9999999999982
2001-12-30,7,Perfumed Poetry,94.49999999999969,29,2740.499999999991
2001-12-14,14,Aroma Essence,46.49999999999985,13,604.4999999999981
2001-12-06,10,Scented Delight,50.29999999999984,12,603.5999999999981
2001-12-29,5,Starlight Dreams,26.299999999999926,27,710.099999999998
2001-12-19,3,Scented Delight,98.59999999999967,2,197.19999999999933
2001-12-23,14,Scent Haven,26.199999999999925,11,288.1999999999992
2001-12-25,13,Fresh Petals,11.699999999999976,25,292.49999999999943
2001-12-04,5,Perfumed Poetry,27.79999999999992,26,722.7999999999979
2001-12-21,10,Fresh Petals,90.69999999999969,18,1632.5999999999945
2001-12-26,8,Fresh Petals,26.399999999999924,8,211.1999999999994
2001-12-19,6,Scent Haven,82.29999999999973,26,2139.799999999993
2001-12-07,20,Perfumed Poetry,6.399999999999995,28,179.19999999999987
2001-12-01,1,Fresh Petals,8.199999999999989,15,122.99999999999983
2001-12-29,14,Scent Haven,85.29999999999971,18,1535.3999999999949
2001-12-20,17,Aroma Essence,60.5999999999998,29,1757.3999999999942
2001-12-18,18,Scented Delight,93.99999999999969,25,2349.9999999999923
2001-12-19,11,Aroma Essence,22.499999999999936,17,382.4999999999989
2001-12-27,15,Aroma Essence,89.6999999999997,25,2242.4999999999927
2001-12-26,20,Whiff of Bliss,42.599999999999866,19,809.3999999999975
2001-12-29,4,Fresh Blend,28.699999999999918,12,344.399999999999
2001-12-06,5,Starlight Dreams,29.69999999999991,14,415.79999999999876
2001-12-29,13,Pure Bliss,19.999999999999947,29,579.9999999999984
2001-12-11,12,Perfumed Poetry,37.59999999999988,8,300.79999999999905
2001-12-26,13,Starlight Dreams,93.09999999999968,26,2420.5999999999917
2001-12-05,12,Flower Power,95.89999999999968,7,671.2999999999978
2001-12-11,16,Pure Bliss,95.79999999999967,28,2682.3999999999905
2001-12-10,12,Fresh Petals,10.999999999999979,12,131.99999999999974
2001-12-21,8,Scented Delight,38.59999999999988,6,231.59999999999928
2001-12-10,12,Fresh Petals,5.499999999999998,10,54.999999999999986
2001-12-28,9,Aroma Essence,10.899999999999979,26,283.39999999999947
2001-12-15,5,Whiff of Bliss,40.79999999999987,23,938.399999999997
2001-12-24,1,Scent Haven,52.399999999999835,2,104.79999999999967
2001-12-20,3,Flower Power,56.19999999999982,23,1292.5999999999958
2001-12-13,1,Perfumed Poetry,61.8999999999998,18,1114.1999999999964
2001-12-16,8,Whiff of Bliss,94.89999999999968,26,2467.3999999999915
2001-12-14,8,Scent Haven,74.29999999999976,7,520.0999999999983
2001-12-17,20,Flower Power,8.399999999999988,9,75.5999999999999
2001-12-02,8,Fresh Petals,59.49999999999981,8,475.99999999999847
2001-12-23,11,Scent Haven,13.19999999999997,26,343.19999999999925
2001-12-08,19,Flower Power,69.79999999999977,25,1744.9999999999943
2001-12-17,4,Starlight Dreams,79.09999999999974,25,1977.4999999999934
2001-12-23,17,Scented Delight,75.59999999999975,14,1058.3999999999965
2001-12-14,9,Perfumed Poetry,22.29999999999994,11,245.29999999999933
2001-12-29,7,Starlight Dreams,76.99999999999974,19,1462.9999999999952
2001-12-28,7,Pure Bliss,74.19999999999976,15,1112.9999999999964
2001-12-22,20,Scented Delight,89.6999999999997,14,1255.7999999999959
2001-12-02,15,Pure Bliss,60.39999999999981,7,422.79999999999865
2001-12-01,17,Whiff of Bliss,49.89999999999984,27,1347.2999999999956
2001-12-02,19,Perfumed Poetry,19.89999999999995,22,437.7999999999989
2001-12-18,13,Fresh Petals,32.6999999999999,4,130.7999999999996
2001-12-26,8,Starlight Dreams,26.999999999999922,11,296.99999999999915
2001-12-28,11,Starlight Dreams,11.599999999999977,19,220.39999999999955
2001-12-09,20,Whiff of Bliss,12.399999999999974,5,61.99999999999987
2001-12-16,15,Scented Delight,17.09999999999996,22,376.1999999999991
2001-12-29,2,Pure Bliss,42.999999999999865,17,730.9999999999977
2001-12-06,5,Whiff of Bliss,19.299999999999947,14,270.19999999999925
2001-12-16,17,Starlight Dreams,6.199999999999996,3,18.599999999999987
2001-12-02,10,Scent Haven,24.199999999999932,5,120.99999999999966
2001-12-29,18,Aroma Essence,6.699999999999994,24,160.79999999999984
2001-12-02,10,Fresh Petals,32.8999999999999,19,625.0999999999981
2001-12-04,4,Scent Haven,24.299999999999933,13,315.8999999999991
2001-12-10,16,Fresh Blend,49.79999999999984,15,746.9999999999976
2001-12-03,17,Perfumed Poetry,95.49999999999967,26,2482.9999999999914
2001-12-08,4,Starlight Dreams,96.99999999999967,26,2521.9999999999914
2001-12-28,10,Starlight Dreams,33.2999999999999,23,765.8999999999976
2001-12-25,5,Aroma Essence,51.899999999999835,21,1089.8999999999965
2001-12-26,14,Perfumed Poetry,15.299999999999963,25,382.4999999999991
2001-12-14,19,Perfumed Poetry,64.5999999999998,23,1485.7999999999952
2001-12-30,8,Fresh Petals,38.99999999999988,19,740.9999999999977
2001-12-29,2,Fresh Petals,79.39999999999974,13,1032.1999999999966
2001-12-21,16,Perfumed Poetry,15.099999999999964,7,105.69999999999975
2001-12-14,2,Fresh Blend,31.899999999999906,26,829.3999999999976
2001-12-02,17,Scent Haven,25.399999999999928,13,330.1999999999991
2001-12-20,4,Whiff of Bliss,92.29999999999968,8,738.3999999999975
2001-12-11,4,Aroma Essence,41.09999999999987,9,369.89999999999884
2001-12-20,8,Fresh Petals,92.79999999999968,14,1299.1999999999955
2001-12-10,7,Fresh Petals,83.59999999999972,9,752.3999999999975
2001-12-10,4,Scent Haven,22.19999999999994,2,44.39999999999988
2001-12-26,17,Perfumed Poetry,17.299999999999955,18,311.3999999999992
2001-12-15,18,Flower Power,41.99999999999987,8,335.999999999999
2001-12-09,10,Aroma Essence,12.899999999999972,6,77.39999999999984
2001-12-14,1,Perfumed Poetry,40.199999999999875,11,442.1999999999986
2001-12-07,5,Scented Delight,85.49999999999972,24,2051.999999999993
2001-12-22,13,Scented Delight,31.799999999999905,22,699.5999999999979
2001-12-11,9,Scent Haven,47.79999999999985,20,955.9999999999969
2001-12-04,10,Aroma Essence,66.69999999999979,16,1067.1999999999966
2001-12-14,15,Scented Delight,95.69999999999968,18,1722.5999999999942
2001-12-08,3,Aroma Essence,48.19999999999985,25,1204.9999999999961
2001-12-19,1,Flower Power,90.2999999999997,5,451.4999999999985
2001-12-02,17,Pure Bliss,90.69999999999969,8,725.5999999999975
2001-12-21,12,Aroma Essence,56.79999999999981,21,1192.799999999996
2001-12-07,9,Perfumed Poetry,50.59999999999984,13,657.7999999999979
2001-12-18,15,Aroma Essence,45.89999999999986,26,1193.3999999999962
2001-12-23,1,Whiff of Bliss,54.199999999999825,22,1192.3999999999962
2001-12-01,17,Pure Bliss,82.99999999999972,18,1493.999999999995
2001-12-27,10,Whiff of Bliss,66.29999999999978,18,1193.399999999996
2001-12-07,20,Pure Bliss,34.199999999999896,22,752.3999999999977
2001-12-12,8,Scented Delight,23.899999999999935,20,477.9999999999987
2001-12-09,7,Fresh Blend,87.29999999999971,7,611.099999999998
2001-12-08,17,Fresh Blend,56.79999999999981,27,1533.599999999995
2001-12-23,17,Scent Haven,60.5999999999998,3,181.79999999999941
2001-12-01,1,Flower Power,76.89999999999975,7,538.2999999999982
2001-12-20,14,Whiff of Bliss,97.89999999999966,28,2741.1999999999907
2001-12-19,13,Perfumed Poetry,76.89999999999975,19,1461.0999999999954
2001-12-12,11,Starlight Dreams,90.69999999999969,22,1995.3999999999933
2001-12-30,13,Scent Haven,78.19999999999973,11,860.1999999999971
2001-12-12,2,Fresh Petals,66.59999999999978,28,1864.7999999999938
2001-12-24,15,Perfumed Poetry,81.29999999999973,5,406.49999999999864
2001-12-25,18,Pure Bliss,33.1999999999999,14,464.79999999999865
2001-12-01,13,Scented Delight,10.49999999999998,23,241.49999999999955
2001-12-05,15,Aroma Essence,66.99999999999977,8,535.9999999999982
2001-12-02,16,Perfumed Poetry,80.49999999999973,22,1770.999999999994
2001-12-27,7,Fresh Petals,34.2999999999999,29,994.6999999999971
2001-12-26,13,Flower Power,47.19999999999985,12,566.3999999999982
2001-12-25,13,Scented Delight,51.59999999999984,19,980.3999999999969
2001-12-14,18,Perfumed Poetry,16.799999999999958,19,319.1999999999992
2001-12-29,1,Fresh Blend,55.099999999999824,29,1597.8999999999949
2001-12-21,17,Pure Bliss,96.79999999999967,26,2516.7999999999915
2001-12-06,7,Perfumed Poetry,52.89999999999983,11,581.8999999999982
2001-12-18,13,Whiff of Bliss,73.09999999999975,16,1169.599999999996
2001-12-14,20,Aroma Essence,53.29999999999983,13,692.8999999999977
2001-12-04,8,Pure Bliss,44.89999999999986,2,89.79999999999971
2001-12-19,9,Whiff of Bliss,24.899999999999928,18,448.1999999999987
2001-12-17,17,Aroma Essence,98.49999999999967,9,886.499999999997
2001-12-12,16,Scented Delight,81.19999999999973,4,324.79999999999893
2001-12-05,3,Fresh Blend,94.39999999999968,27,2548.7999999999915
2001-12-20,18,Scent Haven,90.69999999999969,20,1813.9999999999939
2001-12-07,12,Whiff of Bliss,94.09999999999968,10,940.9999999999968
2001-12-04,18,Flower Power,81.59999999999972,14,1142.3999999999962
2001-12-03,4,Scent Haven,22.29999999999994,21,468.29999999999876
2001-12-04,6,Fresh Blend,25.699999999999925,25,642.4999999999981
2001-12-10,17,Aroma Essence,14.499999999999966,25,362.49999999999915
2001-12-20,16,Pure Bliss,22.599999999999937,8,180.7999999999995
2001-12-10,6,Whiff of Bliss,43.69999999999986,21,917.6999999999971
2001-12-11,2,Pure Bliss,89.1999999999997,11,981.1999999999967
2001-12-20,13,Whiff of Bliss,47.39999999999985,26,1232.399999999996
2001-12-09,15,Fresh Petals,49.499999999999844,11,544.4999999999983
2001-12-03,5,Aroma Essence,74.49999999999976,14,1042.9999999999966
2001-12-13,10,Whiff of Bliss,75.99999999999974,23,1747.999999999994
2001-12-14,1,Flower Power,95.39999999999968,18,1717.1999999999941
2001-12-01,6,Whiff of Bliss,50.899999999999835,3,152.6999999999995
2001-12-11,7,Flower Power,14.899999999999965,2,29.79999999999993
2001-12-23,7,Fresh Petals,71.69999999999976,20,1433.9999999999952
2001-12-20,18,Fresh Blend,45.39999999999986,26,1180.3999999999962
2001-12-24,9,Whiff of Bliss,99.09999999999967,13,1288.2999999999956
2001-12-21,19,Pure Bliss,26.699999999999925,22,587.3999999999984
2001-12-11,18,Perfumed Poetry,11.299999999999978,11,124.29999999999976
2001-12-27,4,Perfumed Poetry,41.89999999999987,9,377.09999999999883
2001-12-16,3,Scented Delight,43.099999999999866,4,172.39999999999947
2001-12-25,14,Scent Haven,24.299999999999933,12,291.5999999999992
2001-12-07,4,Whiff of Bliss,14.099999999999968,15,211.49999999999952
2001-12-22,5,Aroma Essence,64.99999999999979,15,974.9999999999968
2001-12-12,13,Whiff of Bliss,68.09999999999977,22,1498.1999999999948
2001-12-05,19,Starlight Dreams,87.7999999999997,26,2282.799999999992
2001-12-09,11,Pure Bliss,67.89999999999978,24,1629.5999999999947
2001-12-13,2,Scented Delight,31.699999999999903,15,475.4999999999985
2001-12-21,8,Whiff of Bliss,98.39999999999966,17,1672.7999999999943
2001-12-14,7,Flower Power,88.1999999999997,18,1587.5999999999947
2001-12-17,14,Fresh Petals,73.09999999999975,15,1096.4999999999964
2001-12-22,11,Pure Bliss,90.0999999999997,24,2162.399999999993
2001-12-15,12,Aroma Essence,50.99999999999984,20,1019.9999999999967
2001-12-16,6,Scent Haven,98.49999999999967,19,1871.4999999999939
2001-12-03,11,Scent Haven,35.999999999999886,26,935.999999999997
2001-12-22,17,Fresh Blend,57.399999999999814,10,573.9999999999982
2001-12-28,3,Aroma Essence,59.39999999999981,9,534.5999999999983
2001-12-27,15,Fresh Blend,23.399999999999935,10,233.99999999999935
2001-12-10,1,Aroma Essence,88.59999999999971,14,1240.399999999996
2001-12-27,17,Flower Power,68.39999999999978,28,1915.199999999994
2001-12-26,16,Pure Bliss,39.699999999999875,17,674.8999999999978
2001-12-25,9,Scented Delight,39.299999999999876,8,314.399999999999
2001-12-15,14,Aroma Essence,70.09999999999977,23,1612.2999999999947
2001-12-18,13,Flower Power,18.99999999999995,28,531.9999999999986
2001-12-05,9,Scented Delight,9.599999999999984,11,105.59999999999982
2001-12-30,3,Scented Delight,50.899999999999835,13,661.6999999999979
2001-12-13,10,Starlight Dreams,42.29999999999987,23,972.899999999997
2001-12-23,13,Fresh Blend,54.699999999999825,5,273.49999999999915
2001-12-07,8,Scented Delight,26.499999999999922,16,423.99999999999875
2001-12-26,5,Flower Power,96.89999999999968,4,387.5999999999987
2001-12-22,7,Fresh Petals,53.89999999999983,7,377.2999999999988
2001-12-03,4,Aroma Essence,78.09999999999974,5,390.4999999999987
2001-12-11,17,Aroma Essence,73.69999999999976,12,884.3999999999971
2001-12-20,10,Scent Haven,82.69999999999972,2,165.39999999999944
2001-12-14,8,Starlight Dreams,29.599999999999913,16,473.5999999999986
2001-12-13,5,Aroma Essence,19.39999999999995,20,387.999999999999
2001-12-28,18,Flower Power,22.499999999999936,8,179.9999999999995
2001-12-24,2,Scent Haven,68.49999999999977,27,1849.4999999999939
2001-12-19,16,Pure Bliss,31.199999999999907,6,187.19999999999945
2001-12-10,20,Aroma Essence,33.699999999999896,11,370.69999999999885
2001-12-09,20,Scent Haven,34.699999999999896,15,520.4999999999984
2001-12-23,18,Flower Power,46.49999999999985,4,185.9999999999994
2001-12-03,7,Flower Power,41.599999999999866,7,291.1999999999991
2001-12-30,19,Perfumed Poetry,35.89999999999989,11,394.89999999999884
2001-12-30,14,Whiff of Bliss,37.999999999999886,26,987.999999999997
2001-12-03,7,Perfumed Poetry,27.699999999999918,4,110.79999999999967
2001-12-04,7,Pure Bliss,53.19999999999983,21,1117.1999999999964
2001-12-28,17,Scent Haven,17.899999999999956,8,143.19999999999965
2001-12-15,6,Flower Power,26.399999999999924,26,686.399999999998
2001-12-24,3,Fresh Blend,60.199999999999804,24,1444.7999999999952
2001-12-23,20,Scent Haven,32.4999999999999,2,64.9999999999998
2001-12-27,13,Scented Delight,26.799999999999923,16,428.79999999999876
2001-12-13,2,Scented Delight,32.9999999999999,11,362.9999999999989
2001-12-12,14,Scented Delight,30.899999999999906,10,308.9999999999991
2001-12-20,1,Scented Delight,75.49999999999974,21,1585.4999999999945
2001-12-11,19,Starlight Dreams,98.09999999999967,15,1471.499999999995
2001-12-02,19,Aroma Essence,12.599999999999973,9,113.39999999999975
2001-12-28,11,Fresh Petals,74.59999999999975,4,298.399999999999
2001-12-14,9,Aroma Essence,14.199999999999967,3,42.5999999999999
2001-12-23,19,Flower Power,26.099999999999923,21,548.0999999999984
2001-12-04,6,Scent Haven,77.99999999999974,5,389.99999999999875
2001-12-21,18,Starlight Dreams,78.69999999999973,25,1967.4999999999934
2001-12-09,12,Perfumed Poetry,35.79999999999989,19,680.1999999999979
2001-12-30,7,Whiff of Bliss,94.89999999999968,23,2182.6999999999925
2001-12-22,4,Starlight Dreams,41.79999999999987,17,710.5999999999977
2001-12-07,19,Whiff of Bliss,95.39999999999968,4,381.5999999999987
2001-12-24,18,Fresh Blend,92.29999999999968,21,1938.2999999999934
2001-12-10,17,Starlight Dreams,90.3999999999997,4,361.5999999999988
2001-12-18,19,Starlight Dreams,21.099999999999945,27,569.6999999999985
2001-12-23,5,Whiff of Bliss,45.59999999999985,15,683.9999999999977
2001-12-03,1,Whiff of Bliss,93.99999999999969,5,469.9999999999984
2001-12-30,15,Scented Delight,62.89999999999979,8,503.19999999999834
2001-12-14,1,Scent Haven,22.599999999999937,21,474.59999999999866
2001-12-01,2,Whiff of Bliss,71.99999999999976,18,1295.9999999999957
2001-12-13,19,Pure Bliss,57.399999999999814,6,344.3999999999989
2001-12-20,6,Flower Power,28.999999999999915,28,811.9999999999976
2001-12-10,9,Flower Power,55.49999999999982,29,1609.4999999999948
2001-12-06,1,Scent Haven,48.19999999999985,28,1349.5999999999958
2001-12-02,19,Scent Haven,35.39999999999989,28,991.199999999997
2001-12-16,17,Scented Delight,27.89999999999992,22,613.7999999999982
2001-12-04,19,Scent Haven,6.599999999999994,18,118.7999999999999
2001-12-13,15,Scented Delight,42.999999999999865,21,902.9999999999972
2001-12-23,6,Perfumed Poetry,22.399999999999938,2,44.799999999999876
2001-12-23,5,Fresh Blend,60.9999999999998,7,426.99999999999864
2001-12-19,19,Flower Power,25.699999999999925,19,488.2999999999986
2001-12-18,7,Perfumed Poetry,6.599999999999994,4,26.399999999999977
2001-12-16,11,Whiff of Bliss,31.999999999999904,22,703.9999999999978
2001-12-17,1,Perfumed Poetry,9.099999999999985,29,263.8999999999996
2001-12-27,11,Fresh Petals,37.69999999999988,5,188.4999999999994
2001-12-15,2,Scented Delight,89.5999999999997,4,358.3999999999988
2001-12-21,4,Fresh Petals,77.99999999999974,27,2105.999999999993
2001-12-06,20,Pure Bliss,86.49999999999972,9,778.4999999999975
2001-12-29,19,Fresh Blend,84.69999999999972,9,762.2999999999975
2001-12-28,12,Scent Haven,16.799999999999958,15,251.99999999999937
2001-12-22,19,Whiff of Bliss,82.39999999999972,18,1483.199999999995
2001-12-16,19,Scent Haven,8.099999999999989,24,194.39999999999975
2001-12-20,18,Aroma Essence,88.9999999999997,19,1690.9999999999943
2001-12-30,13,Scent Haven,77.39999999999975,6,464.3999999999985
2001-12-13,20,Fresh Blend,91.69999999999969,8,733.5999999999975
2001-12-29,12,Fresh Petals,88.59999999999971,25,2214.9999999999927
2001-12-26,10,Fresh Petals,23.199999999999935,21,487.1999999999986
2001-12-29,3,Perfumed Poetry,40.09999999999987,17,681.6999999999979
2001-12-30,13,Whiff of Bliss,87.7999999999997,22,1931.5999999999933
2001-12-09,10,Scent Haven,8.399999999999988,21,176.39999999999975
2001-12-22,20,Fresh Petals,65.29999999999978,23,1501.899999999995
2001-12-06,13,Scent Haven,78.19999999999973,18,1407.5999999999951
2001-12-14,19,Whiff of Bliss,70.09999999999977,26,1822.599999999994
2001-12-26,5,Pure Bliss,65.39999999999978,11,719.3999999999976
2001-12-06,3,Fresh Petals,21.099999999999945,26,548.5999999999985
2001-12-08,7,Whiff of Bliss,79.69999999999973,3,239.0999999999992
2001-12-21,12,Scented Delight,84.89999999999972,14,1188.599999999996
2001-12-07,7,Fresh Petals,77.29999999999974,17,1314.0999999999956
2001-12-16,19,Scented Delight,18.09999999999995,10,180.99999999999952
2001-12-11,11,Starlight Dreams,46.699999999999854,17,793.8999999999975
2001-12-04,4,Whiff of Bliss,96.89999999999968,29,2810.099999999991
2001-12-12,18,Perfumed Poetry,7.3999999999999915,21,155.3999999999998
2001-12-29,11,Aroma Essence,63.79999999999979,6,382.79999999999876
2001-12-13,9,Scented Delight,65.49999999999979,20,1309.9999999999957
2001-12-12,14,Aroma Essence,88.39999999999971,12,1060.7999999999965
2001-12-01,1,Starlight Dreams,57.69999999999981,21,1211.699999999996
2001-12-15,6,Fresh Blend,15.999999999999961,9,143.99999999999966
2001-12-17,8,Aroma Essence,97.79999999999967,28,2738.3999999999905
2001-12-29,19,Scented Delight,77.19999999999975,29,2238.7999999999925
2001-12-02,15,Fresh Blend,21.39999999999994,22,470.7999999999987
2001-12-23,9,Starlight Dreams,48.39999999999985,28,1355.1999999999957
2001-12-27,11,Aroma Essence,23.099999999999937,17,392.6999999999989
2001-12-30,7,Scent Haven,83.69999999999972,14,1171.799999999996
2001-12-16,15,Scent Haven,39.59999999999988,17,673.199999999998
2001-12-11,7,Aroma Essence,41.49999999999987,8,331.999999999999
2001-12-13,10,Scented Delight,61.0999999999998,5,305.49999999999903
2001-12-09,10,Scent Haven,10.49999999999998,29,304.49999999999943
2001-12-18,14,Fresh Blend,97.79999999999967,2,195.59999999999934
2001-12-22,12,Fresh Blend,83.09999999999972,20,1661.9999999999945
2001-12-04,11,Perfumed Poetry,65.29999999999978,23,1501.899999999995
2001-12-22,16,Fresh Petals,87.09999999999971,5,435.4999999999985
2001-12-11,11,Fresh Blend,16.39999999999996,14,229.59999999999943
2001-12-04,11,Starlight Dreams,32.299999999999905,18,581.3999999999983
2001-12-12,3,Scented Delight,40.79999999999987,20,815.9999999999974
2001-12-09,6,Aroma Essence,51.899999999999835,7,363.2999999999988
2001-12-19,15,Scent Haven,77.39999999999975,19,1470.5999999999954
2001-12-16,18,Fresh Blend,23.599999999999934,25,589.9999999999983
2001-12-07,20,Pure Bliss,59.699999999999804,27,1611.8999999999946
2001-12-02,17,Scented Delight,14.499999999999966,2,28.999999999999932
2001-12-24,9,Fresh Blend,54.99999999999982,27,1484.9999999999952
2001-12-08,11,Fresh Blend,19.299999999999947,17,328.0999999999991
2001-12-09,16,Whiff of Bliss,15.299999999999963,18,275.39999999999935
2001-12-24,8,Pure Bliss,47.39999999999985,19,900.5999999999972
2001-12-26,13,Whiff of Bliss,11.799999999999976,28,330.3999999999993
2001-12-22,19,Fresh Petals,30.19999999999991,12,362.39999999999895
2001-12-25,7,Whiff of Bliss,79.09999999999974,5,395.4999999999987
2001-12-06,7,Scent Haven,30.09999999999991,8,240.79999999999927
2001-12-29,11,Fresh Blend,52.59999999999983,11,578.5999999999981
2001-12-03,6,Whiff of Bliss,12.199999999999974,12,146.3999999999997
2001-12-23,20,Aroma Essence,98.39999999999966,8,787.1999999999973
2001-12-06,16,Flower Power,70.99999999999977,17,1206.9999999999961
2001-12-06,17,Fresh Petals,16.59999999999996,13,215.79999999999947
2001-12-09,10,Flower Power,27.79999999999992,27,750.5999999999979
2001-12-11,5,Fresh Petals,30.499999999999908,3,91.49999999999972
2001-12-27,5,Flower Power,50.59999999999984,26,1315.5999999999958
2001-12-23,2,Aroma Essence,65.29999999999978,14,914.199999999997
2001-12-30,14,Scent Haven,63.499999999999794,2,126.99999999999959
2001-12-21,11,Flower Power,39.59999999999988,2,79.19999999999976
2001-12-21,7,Scent Haven,34.49999999999989,24,827.9999999999975
2001-12-07,8,Fresh Blend,14.699999999999966,27,396.89999999999907
2001-12-08,16,Scented Delight,96.89999999999968,15,1453.4999999999952
2001-12-19,14,Fresh Blend,38.89999999999988,23,894.6999999999972
2001-12-19,9,Starlight Dreams,44.89999999999986,16,718.3999999999977
2001-12-23,1,Pure Bliss,20.799999999999944,3,62.399999999999835
2001-12-20,20,Aroma Essence,29.899999999999913,14,418.5999999999988
2001-12-15,7,Perfumed Poetry,86.39999999999971,15,1295.9999999999957
2001-12-08,11,Fresh Petals,93.29999999999968,21,1959.2999999999934
2001-12-13,9,Fresh Petals,33.0999999999999,17,562.6999999999983
2001-12-03,9,Pure Bliss,21.89999999999994,24,525.5999999999985
2001-12-19,12,Scented Delight,56.999999999999815,10,569.9999999999982
2001-12-23,7,Starlight Dreams,41.199999999999875,29,1194.7999999999963
